"","MaStR.Nr..der.Stromerzeugungseinheit","Anlagenbetreiber","Anzeige.Name.der.Stromerzeugungseinheit","PLZ.der.Einheit","Ort.der.Einheit","Straße.der.Einheit","Hausnummer.der.Einheit","Bundesland.der.Einheit","Datum.der.erstmaligen.Inbetriebnahme.der.Einheit","Datum.der.endgültigen.Stilllegung.der.Einheit..Datum.Jahr.","Kraftwerksstatus.der.Einheit","Energieträger","Hauptbrennstoff","Auswertung.Energieträger","Wärmeauskopplung..KWK...ja.nein.","Ist.die.Stromerzeugungseinheit.ein.Bestandteil.eines.Grenzkraftwerkes.","Bruttoleistung.in.MW","Nettonennleistung..elektrische.Wirkleistung..in.MW","Ist.die.Stromerzeugungseinheit.ein.Bestandteil.eines.Grenzkraftwerkes...ja..Nettonennleistung.der.Einspeisung.in.ein.deutsches.Netz.","Technologie.der.Stromerzeugung","Volleinspeisung.oder.Teileinspeisung.","Anschlussnetzbetreiber","Spannungsebene"
"1162","SEE981003349412","SWN Stadtwerke Neumünster GmbH","T6","24534","Neumünster","Bismarckstraße","51","Schleswig-Holstein","10.07.2014","","In Betrieb","nicht biogener Abfall","Abfall (Hausmüll, Siedl.abf.)","Abfall","Ja","nein","23,02","14,44",NA,"Kondensationsmaschine mit Entnahme","Teileinspeisung (einschließlich Eigenverbrauch)","Schleswig-Holstein Netz AG (SNB919861978666)","Mittelspannung"
"1163","SEE957509710094","EEW Energy from Waste Saarbrücken GmbH  AHKW-Neunkirchen","AHKW-Neunkirchen","66538","Neunkirchen","Am Blücherflöz","12","Saarland","02.06.1977","","In Betrieb","nicht biogener Abfall","Abfall (Hausmüll, Siedl.abf.)","Abfall","Ja","nein","14,00","11,60",NA,"Gegendruckmaschine mit Entnahme","Teileinspeisung (einschließlich Eigenverbrauch)","KEW Kommunale Energie- und Wasserversorgung AG (SNB943841101959); Creos Deutschland GmbH (SNB940133714842)","Mittelspannung; Mittelspannung"
"1164","SEE923389370246","VERBUND Innkraftwerke GmbH","Kraftwerk Neuötting MS1","84524","Neuötting","Innstraße","11","Bayern","01.01.1951","","In Betrieb","Wasser","","Wasser","Nein","nein","8,70","8,70",NA,"","Volleinspeisung","Bayernwerk Netz GmbH (SNB940352624434)","Hochspannung"
"1165","SEE957488519732","MM Neuss GmbH","MM Neuss GmbH DT","41460","Neuss","Düsseldorfer Straße","182 - 184","Nordrhein-Westfalen","01.01.1971","","In Betrieb","Erdgas","Erdgas, Erdölgas","Erdgas","Ja","nein","10,50","9,50",NA,"Gegendruckmaschine ohne Entnahme","Teileinspeisung (einschließlich Eigenverbrauch)","Westnetz GmbH (SNB921897286493)","Umspannebene Hochspannung/Mittelspannung"
"1166","SEE910951087138","MM Neuss GmbH","MM Neuss GmbH GT1","41460","Neuss","Düsseldorfer Straße","182","Nordrhein-Westfalen","01.07.1992","","In Betrieb","Erdgas","Erdgas, Erdölgas","Erdgas","Ja","nein","6,20","4,80",NA,"Gasturbinen mit Abhitzekessel","Teileinspeisung (einschließlich Eigenverbrauch)","Westnetz GmbH (SNB921897286493)","Umspannebene Hochspannung/Mittelspannung"
"1167","SEE977834211387","MM Neuss GmbH","MM Neuss GmbH GT2","41460","Neuss","Düsseldorfer Straße","182","Nordrhein-Westfalen","01.07.1992","","In Betrieb","Erdgas","Erdgas, Erdölgas","Erdgas","Ja","nein","6,20","4,80",NA,"Gasturbinen mit Abhitzekessel","Teileinspeisung (einschließlich Eigenverbrauch)","Westnetz GmbH (SNB921897286493)","Umspannebene Hochspannung/Mittelspannung"
"1168","SEE985143270643","SWU Energie GmbH","BHKW Neu-Ulm M1","89231","Neu-Ulm","Bradleystraße","32,5","Bayern","14.12.2021","","In Betrieb","Erdgas","Erdgas, Erdölgas","Erdgas","Ja","nein","2,68","2,62",NA,"Verbrennungsmotor","Volleinspeisung","Stadtwerke Ulm/Neu-Ulm Netze GmbH (SNB934068635945)","Mittelspannung"
"1169","SEE979426528330","SWU Energie GmbH","BHKW Neu-Ulm M2","89231","Neu-Ulm","Bradleystraße","32,5","Bayern","14.12.2021","","In Betrieb","Erdgas","Erdgas, Erdölgas","Erdgas","Ja","nein","2,68","2,62",NA,"Verbrennungsmotor","Volleinspeisung","Stadtwerke Ulm/Neu-Ulm Netze GmbH (SNB934068635945)","Mittelspannung"
"1170","SEE939917723934","SWU Energie GmbH","BHKW Neu-Ulm M3","89231","Neu-Ulm","Bradleystraße","32,5","Bayern","14.12.2021","","In Betrieb","Erdgas","Erdgas, Erdölgas","Erdgas","Ja","nein","2,68","2,62",NA,"Verbrennungsmotor","Volleinspeisung","Stadtwerke Ulm/Neu-Ulm Netze GmbH (SNB934068635945)","Mittelspannung"
"1171","SEE965203033722","SWU Energie GmbH","BHKW Neu-Ulm M4","89231","Neu-Ulm","Bradleystraße","32,5","Bayern","14.12.2021","","In Betrieb","Erdgas","Erdgas, Erdölgas","Erdgas","Ja","nein","2,68","2,62",NA,"Verbrennungsmotor","Volleinspeisung","Stadtwerke Ulm/Neu-Ulm Netze GmbH (SNB934068635945)","Mittelspannung"
"1172","SEE958833819255","Uniper Kraftwerke GmbH","Niederaichbach K2","84100","Niederaichbach","Kraftwerkstraße","26","Bayern","01.01.1951","","In Betrieb","Wasser","","Wasser","Nein","nein","5,40","5,40",NA,"","Volleinspeisung","Bayernwerk Netz GmbH (SNB940352624434)","Umspannebene Hochspannung/Mittelspannung"
"1173","SEE941176001043","RWE Generation Hydro GmbH","Lehmen Maschiene 3","56332","Niederfell","An der B49","","Rheinland-Pfalz","01.01.1962","","In Betrieb","Wasser","","Wasser","Nein","nein","5,00","5,00",NA,"","Volleinspeisung","Westnetz GmbH (SNB921897286493)","Umspannebene Hochspannung/Mittelspannung"
"1174","SEE950624794208","RWE Generation Hydro GmbH","Lehmen Maschine 1","56332","Niederfell","An der B49","","Rheinland-Pfalz","01.01.1962","","In Betrieb","Wasser","","Wasser","Nein","nein","5,00","5,00",NA,"","Volleinspeisung","Westnetz GmbH (SNB921897286493)","Umspannebene Hochspannung/Mittelspannung"
"1175","SEE967019106539","RWE Generation Hydro GmbH","Lehmen Maschine 2","56332","Niederfell","An der B49","","Rheinland-Pfalz","01.01.1962","","In Betrieb","Wasser","","Wasser","Nein","nein","5,00","5,00",NA,"","Volleinspeisung","Westnetz GmbH (SNB921897286493)","Umspannebene Hochspannung/Mittelspannung"
"1176","SEE936922240418","RWE Generation Hydro GmbH","Lehmen Maschine 4","56332","Niederfell","An der B49","","Rheinland-Pfalz","01.01.1962","","In Betrieb","Wasser","","Wasser","Nein","nein","5,00","5,00",NA,"","Volleinspeisung","Westnetz GmbH (SNB921897286493)","Umspannebene Hochspannung/Mittelspannung"
"1177","SEE941459970745","Uniper Kraftwerke GmbH","Gummering K1","84183","Niederviehbach","Untere Au","80","Bayern","01.01.1957","","In Betrieb","Wasser","","Wasser","Nein","nein","5,50","5,50",NA,"","Volleinspeisung","Bayernwerk Netz GmbH (SNB940352624434)","Umspannebene Hochspannung/Mittelspannung"
"1178","SEE928715410504","Uniper Kraftwerke GmbH","Gummering K2","84183","Niederviehbach","Untere Au","80","Bayern","01.01.1957","","In Betrieb","Wasser","","Wasser","Nein","nein","5,50","5,50",NA,"","Volleinspeisung","Bayernwerk Netz GmbH (SNB940352624434)","Umspannebene Hochspannung/Mittelspannung"
"1179","SEE956682707471","Uniper Kraftwerke GmbH","Gummering K3","84183","Niederviehbach","Untere Au","80","Bayern","01.01.1957","","In Betrieb","Wasser","","Wasser","Nein","nein","5,50","5,50",NA,"","Volleinspeisung","Bayernwerk Netz GmbH (SNB940352624434)","Umspannebene Hochspannung/Mittelspannung"
"1180","SEE967916097817","KRONOS TITAN GmbH","KRONOS TITAN Nordenham GuD","26954","Nordenham","Titanstraße","1","Niedersachsen","15.12.2013","","In Betrieb","Erdgas","Erdgas, Erdölgas","Erdgas","Ja","nein","17,14","17,13",NA,"Gasturbinen mit nachgeschalteter Dampfturbine","Teileinspeisung (einschließlich Eigenverbrauch)","EWE NETZ GmbH (SNB951051725711)","Mittelspannung"
"1181","SEE933935879772","Nordzucker AG Werk Nordstemmen","BHKW Zuckerfabrik NST","31171","Nordstemmen","Calenberger Straße","36","Niedersachsen","14.10.2005","","In Betrieb","Biomasse","Klärgas","Biomasse","Ja","nein","1,60","1,48",NA,"Verbrennungsmotor","Volleinspeisung","Avacon Netz GmbH (SNB990362338043)","Mittelspannung"
"1182","SEE948481095354","Nordzucker AG Werk Nordstemmen","Generator 1","31171","Nordstemmen","Calenberger Straße","36","Niedersachsen","28.09.1988","","In Betrieb","Erdgas","Erdgas, Erdölgas","Erdgas","Ja","nein","15,00","13,00",NA,"Gegendruckmaschine ohne Entnahme","Teileinspeisung (einschließlich Eigenverbrauch)","Avacon Netz GmbH (SNB990362338043)","Mittelspannung"
"1183","SEE930751125922","Nordzucker AG Werk Nordstemmen","Generator 2","31171","Nordstemmen","Calenberger Straße","36","Niedersachsen","23.11.1993","","In Betrieb","Erdgas","Erdgas, Erdölgas","Erdgas","Ja","nein","15,00","13,00",NA,"Gegendruckmaschine ohne Entnahme","Teileinspeisung (einschließlich Eigenverbrauch)","Avacon Netz GmbH (SNB990362338043)","Mittelspannung"
"1184","SEE980608407671","N-ERGIE Kraftwerke GmbH","HKW Sandreuth (DT1)","90441","Nürnberg","Sandreuthstraße","55a","Bayern","05.01.2010","","In Betrieb","Erdgas","Erdgas, Erdölgas","Erdgas","Ja","nein","16,08","15,60",NA,"Gegendruckmaschine ohne Entnahme","Volleinspeisung","N-ERGIE Netz GmbH (SNB973875583315)","Hochspannung"
"1185","SEE976880282228","N-ERGIE Kraftwerke GmbH","HKW Sandreuth (DT2)","90441","Nürnberg","Sandreuthstraße","55a","Bayern","03.02.1982","","In Betrieb","Erdgas","Erdgas, Erdölgas","Erdgas","Ja","nein","44,45","39,50",NA,"Gegendruckmaschine mit Entnahme","Volleinspeisung","N-ERGIE Netz GmbH (SNB973875583315)","Umspannebene Hochspannung/Mittelspannung"
"1186","SEE949895584069","N-ERGIE Kraftwerke GmbH","HKW Sandreuth (DT3)","90441","Nürnberg","Sandreuthstraße","55a","Bayern","03.02.1982","","In Betrieb","Erdgas","Erdgas, Erdölgas","Erdgas","Ja","nein","44,45","38,77",NA,"Gegendruckmaschine mit Entnahme","Volleinspeisung","N-ERGIE Netz GmbH (SNB973875583315)","Umspannebene Hochspannung/Mittelspannung"
"1187","SEE923769915258","N-ERGIE Kraftwerke GmbH","HKW Sandreuth (GT1)","90441","Nürnberg","Sandreuthstraße","55 a","Bayern","03.05.2005","","In Betrieb","Erdgas","Erdgas, Erdölgas","Erdgas","Ja","nein","45,00","43,00",NA,"Gasturbinen mit nachgeschalteter Dampfturbine","Volleinspeisung","N-ERGIE Netz GmbH (SNB973875583315)","Umspannebene Hochspannung/Mittelspannung"
"1188","SEE942019110397","N-ERGIE Kraftwerke GmbH","HKW Sandreuth (GT2)","90441","Nürnberg","Sandreuthstraße","55a","Bayern","03.05.2005","","In Betrieb","Erdgas","Erdgas, Erdölgas","Erdgas","Ja","nein","45,00","43,00",NA,"Gasturbinen mit nachgeschalteter Dampfturbine","Volleinspeisung","N-ERGIE Netz GmbH (SNB973875583315)","Umspannebene Hochspannung/Mittelspannung"
"1189","SEE900128586359","N-ERGIE Kraftwerke GmbH","HKW-Sandreuth (Müll)","90441","Nürnberg","Sandreuthstraße","55","Bayern","17.07.1992","","In Betrieb","Wärme","Dampf (zum Beispiel Prozesswärme)","Abfall","Ja","nein","26,28","18,80",NA,"Kondensationsmaschine mit Entnahme","Volleinspeisung","N-ERGIE Netz GmbH (SNB973875583315)","Umspannebene Hochspannung/Mittelspannung"
"1190","SEE982367992610","Uniper Kraftwerke GmbH","Franken GT2","90449","Nürnberg","Felsenstraße","14","Bayern","01.01.1975","","In Betrieb","Erdgas","Erdgas, Erdölgas","Erdgas","Nein","nein","58,00","53,00",NA,"Gasturbinen mit nachgeschalteter Dampfturbine","Volleinspeisung","Bayernwerk Netz GmbH (SNB940352624434)","Hochspannung"
"1191","SEE907943989181","Innwerk AG","Kraftwerk Nußdorf MS1 Anteil Innwerk","83131","Nußdorf","Am Inn","19","Bayern","22.11.1982","","In Betrieb","Wasser","","Wasser","Nein","ja","24,00","24,00",0,"","Volleinspeisung","Bayernwerk Netz GmbH (SNB940352624434)","Hochspannung"
"1192","SEE978187174503","Österreichisch-Bayerische Kraftwerke AG","Kraftwerk Oberaudorf-Ebbs MS1","83080","Oberaudorf","Untere Innauen","1","Bayern","01.01.1992","","In Betrieb","Wasser","","Wasser","Nein","ja","30,00","30,00",0,"","Volleinspeisung","Bayernwerk Netz GmbH (SNB940352624434)","Hochspannung"
"1193","SEE996980679766","Österreichisch-Bayerische Kraftwerke AG","Kraftwerk Oberaudorf-Ebbs MS2","83080","Oberaudorf","Untere Innauen","1","Bayern","01.01.1992","","In Betrieb","Wasser","","Wasser","Nein","ja","30,00","30,00",0,"","Volleinspeisung","Bayernwerk Netz GmbH (SNB940352624434)","Hochspannung"
"1194","SEE900963630248","Uniper Kraftwerke GmbH","Aufkirchen D F1","85445","Oberding","Bayernwerkstraße","1","Bayern","01.01.1924","","In Betrieb","Wasser","","Wasser","Nein","nein","9,00","9,00",NA,"","Volleinspeisung","Bayernwerk Netz GmbH (SNB940352624434)","Hochspannung"
"1195","SEE980892645759","Uniper Kraftwerke GmbH","Aufkirchen D F2","85445","Oberding","Bayernwerkstraße","1","Bayern","01.01.1924","","In Betrieb","Wasser","","Wasser","Nein","nein","9,00","9,00",NA,"","Volleinspeisung","Bayernwerk Netz GmbH (SNB940352624434)","Hochspannung"
"1196","SEE902745894848","Uniper Kraftwerke GmbH","Aufkirchen E F1","85445","Oberding","Bayernwerkstraße","1","Bayern","01.01.1924","","In Betrieb","Wasser","","Wasser","Nein","nein","9,00","9,00",NA,"","Volleinspeisung","DB Energie GmbH (Bahnstromnetz 16,7 Hz) (SNB942182027607)","Hochspannung"
"1197","SEE979394589432","Uniper Kraftwerke GmbH","Aufkirchen E F2","85445","Oberding","Bayernwerkstraße","1","Bayern","01.01.1924","","In Betrieb","Wasser","","Wasser","Nein","nein","9,00","9,00",NA,"","Volleinspeisung","DB Energie GmbH (Bahnstromnetz 16,7 Hz) (SNB942182027607)","Hochspannung"
"1198","SEE985651122366","AIR LIQUIDE Deutschland GmbH","Oberhausen - Entspannungsturbine","46147","Oberhausen","Otto-Roelen-Strasse","3","Nordrhein-Westfalen","01.01.2005","","In Betrieb","Druck aus Gasleitungen","","Sonstige Energieträger (nicht erneuerbar)","Nein","nein","1,15","1,15",NA,"Sonstige","Volleinspeisung","OQ Services GmbH (SNB985069443664)","Mittelspannung"
"1199","SEE918506212059","Energieversorgung Oberhausen","Gasmotoren Danziger Straße","46045","Oberhausen","Danziger Str.","31","Nordrhein-Westfalen","10.05.2021","","In Betrieb","Erdgas","Erdgas, Erdölgas","Erdgas","Ja","nein","9,00","8,81",NA,"Verbrennungsmotor","Volleinspeisung","Oberhausener Netzgesellschaft mbH (SNB992672107807)","Umspannebene Hochspannung/Mittelspannung"
"1200","SEE922153723905","Energieversorgung Oberhausen","Heizkraftwerk I","46045","Oberhausen","Danziger Str.","31","Nordrhein-Westfalen","20.01.1971","","In Betrieb","Erdgas","Erdgas, Erdölgas","Erdgas","Ja","nein","24,10","21,45",NA,"Verbrennungsmotor","Volleinspeisung","Oberhausener Netzgesellschaft mbH (SNB992672107807)","Mittelspannung"
"1201","SEE955937262338","GMVA Gemeinschafts-Müll-Verbrennungsanlage Niederrhein GmbH","„Turbosatz 1“","46049","Oberhausen","Liricher Str.","121","Nordrhein-Westfalen","06.04.2006","","In Betrieb","nicht biogener Abfall","Abfall (Hausmüll, Siedl.abf.)","Abfall","Ja","nein","25,60","21,10",NA,"Kondensationsmaschine mit Entnahme","Teileinspeisung (einschließlich Eigenverbrauch)","Oberhausener Netzgesellschaft mbH (SNB992672107807)","Mittelspannung"
"1202","SEE993054223955","GMVA Gemeinschafts-Müll-Verbrennungsanlage Niederrhein GmbH","„Turbosatz 2“","46049","Oberhausen","Liricher Str.","121","Nordrhein-Westfalen","17.10.1991","","In Betrieb","nicht biogener Abfall","Abfall (Hausmüll, Siedl.abf.)","Abfall","Ja","nein","49,50","40,40",NA,"Kondensationsmaschine mit Entnahme","Teileinspeisung (einschließlich Eigenverbrauch)","Oberhausener Netzgesellschaft mbH (SNB992672107807)","Hochspannung"
"1203","SEE907524301289","OQ Chemicals Produktion GmbH & Co.KG","T/G 15","46147","Oberhausen","Otto-Roelen-Strasse","3","Nordrhein-Westfalen","01.01.1954","","In Betrieb","Mineralölprodukte","Andere Mineralölprodukte","Mineralölprodukte","Ja","nein","12,00","10,00",NA,"Gegendruckmaschine mit Entnahme","Teileinspeisung (einschließlich Eigenverbrauch)","OQ Services GmbH (SNB985069443664)","Mittelspannung"
"1204","SEE921785427038","OQ Chemicals Produktion GmbH & Co.KG","T/G 6","46147","Oberhausen","Otto-Roelen-Strasse","3","Nordrhein-Westfalen","01.01.1951","","In Betrieb","Mineralölprodukte","Andere Mineralölprodukte","Mineralölprodukte","Nein","nein","25,00","12,00",NA,"Kondensationsmaschine ohne Entnahme","Teileinspeisung (einschließlich Eigenverbrauch)","OQ Services GmbH (SNB985069443664)","Mittelspannung"
"1205","SEE971740147860","OQ Chemicals Produktion GmbH & Co.KG","T/G 7","46147","Oberhausen","Otto-Roelen-Strasse","3","Nordrhein-Westfalen","01.01.1949","","In Betrieb","Mineralölprodukte","Andere Mineralölprodukte","Mineralölprodukte","Ja","nein","2,04","2,03",NA,"Gegendruckmaschine mit Entnahme","Teileinspeisung (einschließlich Eigenverbrauch)","OQ Services GmbH (SNB985069443664)","Mittelspannung"
"1206","SEE981220191160","Koehler Oberkirch GmbH","HKW Oberkirch","77704","Oberkirch","Hauptstraße","2","Baden-Württemberg","26.05.1987","","In Betrieb","Steinkohle","Steinkohlen","Steinkohle","Ja","nein","20,00","18,50",NA,"Kondensationsmaschine mit Entnahme","Teileinspeisung (einschließlich Eigenverbrauch)","Stadtwerke Oberkirch GmbH (SNB963821222269)","Mittelspannung"
"1207","SEE922767690112","LEW Wasserkraft","Oberpeiching M1","86698","Oberndorf","","","Bayern","28.03.1954","","In Betrieb","Wasser","","Wasser","Nein","nein","6,15","6,15",NA,"","Teileinspeisung (einschließlich Eigenverbrauch)","LEW Verteilnetz GmbH (SNB911705062982)","Hochspannung"
"1208","SEE912827261192","LEW Wasserkraft","Oberpeiching M2","86698","Oberndorf","","","Bayern","16.04.1954","","In Betrieb","Wasser","","Wasser","Nein","nein","6,15","6,15",NA,"","Teileinspeisung (einschließlich Eigenverbrauch)","LEW Verteilnetz GmbH (SNB911705062982)","Hochspannung"
"1209","SEE940616845582","BENEO-Palatinit GmbH","Gasturbine Beneo-Palatinit Offstein","67283","Obrigheim","Wormser Straße","11","Rheinland-Pfalz","01.08.1993","","In Betrieb","Erdgas","Erdgas, Erdölgas","Erdgas","Ja","nein","5,20","4,94",NA,"Gasturbinen mit Abhitzekessel","Teileinspeisung (einschließlich Eigenverbrauch)","Pfalzwerke Netz AG (SNB961471621746)","Mittelspannung"
"1210","SEE969051180959","Südzucker AG","Dampfturbine I Südzucker Offstein","67283","Obrigheim","Wormser Straße","11","Rheinland-Pfalz","01.01.1981","","In Betrieb","Wärme","Dampf (zum Beispiel Prozesswärme)","Erdgas","Ja","nein","14,00","12,09",NA,"Gegendruckmaschine ohne Entnahme","Teileinspeisung (einschließlich Eigenverbrauch)","Pfalzwerke Netz AG (SNB961471621746)","Mittelspannung"
"1211","SEE910623192382","Südzucker AG","Dampfturbine II Südzucker Offstein","67283","Obrigheim","Wormser Straße","11","Rheinland-Pfalz","01.01.1969","","In Betrieb","Wärme","Dampf (zum Beispiel Prozesswärme)","Wärme","Ja","nein","8,67","7,49",NA,"Gegendruckmaschine ohne Entnahme","Teileinspeisung (einschließlich Eigenverbrauch)","Pfalzwerke Netz AG (SNB961471621746)","Mittelspannung"
"1212","SEE941850023651","Südzucker AG","Dampfturbine III Südzucker Offstein","67283","Obrigheim","Wormser Straße","11","Rheinland-Pfalz","01.01.1975","","In Betrieb","Wärme","Dampf (zum Beispiel Prozesswärme)","Wärme","Ja","nein","3,00","2,59",NA,"Gegendruckmaschine ohne Entnahme","Teileinspeisung (einschließlich Eigenverbrauch)","Pfalzwerke Netz AG (SNB961471621746)","Mittelspannung"
"1213","SEE956337212497","Südzucker AG","Dampfturbine I Südzucker Ochsenfurt","97199","Ochsenfurt","Marktbreiter Straße","74","Bayern","01.09.1978","","In Betrieb","Wärme","Dampf (zum Beispiel Prozesswärme)","Wärme","Ja","nein","14,40","13,67",NA,"Gegendruckmaschine ohne Entnahme","Teileinspeisung (einschließlich Eigenverbrauch)","N-ERGIE Netz GmbH (SNB973875583315)","Mittelspannung"
"1214","SEE964903137297","Südzucker AG","Dampfturbine II Südzucker AG Ochsenfurt","97199","Ochsenfurt","Marktbreiter Straße","74","Bayern","01.09.1959","","In Betrieb","Wärme","","Wärme","Ja","nein","5,25","4,98",NA,"Gegendruckmaschine ohne Entnahme","Teileinspeisung (einschließlich Eigenverbrauch)","N-ERGIE Netz GmbH (SNB973875583315)","Mittelspannung"
"1215","SEE998479256069","Südzucker AG","Dampfturbine III Südzucker AG Ochsenfurt","97199","Ochsenfurt","Marktbreiter Straße","74","Bayern","01.09.1987","","In Betrieb","Wärme","","Wärme","Ja","nein","17,44","16,55",NA,"Gegendruckmaschine mit Entnahme","Teileinspeisung (einschließlich Eigenverbrauch)","N-ERGIE Netz GmbH (SNB973875583315)","Mittelspannung"
"1216","SEE985205009518","Südzucker AG","Dampfturbine I Südzucker Offenau","74254","Offenau","Ludwig-Kayser Straße","1","Baden-Württemberg","20.09.1971","","In Betrieb","Wärme","Dampf (zum Beispiel Prozesswärme)","Wärme","Ja","nein","8,64","7,34",NA,"Gegendruckmaschine ohne Entnahme","Teileinspeisung (einschließlich Eigenverbrauch)","Netze BW GmbH (SNB948311994307)","Mittelspannung"
"1217","SEE925683830624","Südzucker AG","Dampfturbine II Südzucker Offenau","74254","Offenau","Ludwig-Kayser Straße","1","Baden-Württemberg","20.09.1971","","In Betrieb","Wärme","Dampf (zum Beispiel Prozesswärme)","Wärme","Ja","nein","8,64","7,34",NA,"Gegendruckmaschine ohne Entnahme","Teileinspeisung (einschließlich Eigenverbrauch)","Netze BW GmbH (SNB948311994307)","Mittelspannung"
"1218","SEE954169155876","Energieversorgung Offenbach AG","Heizkraftwerk-Offenbach-EVO","63067","Offenbach","Andréstraße","71","Hessen","18.10.1988","","In Betrieb","Steinkohle","Steinkohlen","Steinkohle","Ja","nein","59,70","54,00",NA,"Kondensationsmaschine mit Entnahme","Teileinspeisung (einschließlich Eigenverbrauch)","Energienetze Offenbach GmbH (SNB915100694458)","Hochspannung"
